timestamp,level,college,buy_frequency,daily_spend,products_bought,stockout_freq,stockout_action,items_not_found,wish_vendors_sold,water_bags_per_week,bread_frequency,cooked_food_frequency,stationery_frequency,toiletries_frequency,vendor_choice_reason,stopped_buying,other_comments,daily_spend_clean,w_water,w_bread,w_food,w_stationery,w_toiletries,buy_freq_clean,stockout_freq_clean,buys_water,buys_stationery,stopped_clean,freq_num,spend_num
4/29/2026 14:48,400,CONAS,45 times a week,"?1,001  ?2,000","Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.),",Sometimes (once or twice a week),Try another vendor on campus,"Toiletries (e.g., a specific soap or toothpaste brand)",,15 bags,35 times a week,A few times a week,Every 23 weeks,Every 2 weeks,Their prices are cheaper,"Yes, once",,"₦1,001 – ₦2,000",2,4,3,3,4,4-5x/week,Sometimes,0,0,Yes - once,4,1500
4/29/2026 15:46,400,CBSS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Instant noodles (Indomie, etc.), Rice / beans / cooked food, Printing / photocopy",Rarely,Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Specific type of bread or food, Medications / First aid items, Phone accessories",Foods we can't see in Crawford on daily basis,15 bags,Rarely / never,Twice or more daily,Monthly,Rarely / never,"Their location is more convenient, Their food or products taste/feel better",No,More snacks vendors are needed and different tastes of a particular food are also needed. We don't want to depend on a particular vendor.,"₦2,001 – ₦3,000",2,1,5,2,1,Daily,Rarely,1,0,No,5,2500
4/29/2026 20:55,400,CONAS,Every day,Less than ?500,Bottled water / pure water (sachet/bags),Rarely,Try another vendor on campus,Specific type of bread or food,,15 bags,Once or twice a week,A few times a week,Rarely / never,Rarely / never,"Their prices are cheaper, Their location is more convenient, They restock quickly","Yes, once",,Less than ₦500,2,3,3,1,1,Daily,Rarely,1,0,Yes - once,5,250
4/30/2026 14:00,400,CONAS,45 times a week,"More than ?3,000","Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.)",Rarely,Try another vendor on campus,"Phone accessories, Specific provisions (e.g., a particular seasoning or spread)","Other intercontinental dishes, E.g Afang soup",15 bags,Once or twice a week,Twice or more daily,Rarely / never,Rarely / never,They always have what I need in stock,"Yes, more than once","More restaurant around crawford University need to start making other continental dishes, from other tribes too","More than ₦3,000",2,3,5,1,1,4-5x/week,Rarely,0,0,Yes - multiple times,4,3500
5/9/2026 6:22,400,CONAS,Every day,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food",Rarely,Try another vendor on campus,None  I usually find what I need,none,15 bags,Once or twice a week,Twice or more daily,Rarely / never,Rarely / never,"They always have what I need in stock, Their prices are cheaper, Their location is more convenient, I have a relationship with the vendor, They restock quickly","Yes, more than once",,"More than ₦3,000",2,3,5,1,1,Daily,Rarely,1,0,Yes - multiple times,5,3500
5/1/2026 10:51,200,CONAS,23 times a week,"?2,001  ?3,000","Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Tea / Milo / beverages, Printing / photocopy, Toiletries (soap, toothpaste, tissue, etc.)",Sometimes (once or twice a week),Try another vendor on campus,"Cold drinks / chilled beverages, Stapler pins / office supplies, Specific type of bread or food",Phone screen protectors,I don't buy water on campus,35 times a week,Once a day,Rarely / never,Every 2 weeks,They restock quickly,"Yes, more than once",,"₦2,001 – ₦3,000",1,4,4,1,4,2-3x/week,Sometimes,0,0,Yes - multiple times,3,2500
5/10/2026 17:29,100,CONAS,45 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Tea / Milo / beverages, Pens / pencils / writing materials, Toiletries (soap, toothpaste, tissue, etc.)",Never,Order it online,"Specific snack or food type (e.g., a particular brand), Specific provisions (e.g., a particular seasoning or spread)",Dettol hand sanitiser,15 bags,Once or twice a week,Twice or more daily,Monthly,Rarely / never,"Their prices are cheaper, They always have what I need in stock","Yes, once",,"More than ₦3,000",2,3,5,2,1,4-5x/week,Never,1,1,Yes - once,4,3500
4/30/2026 15:52,400,CONAS,23 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Rice / beans / cooked food, Airtime / data top-up, Printing / photocopy, Phone accessories (charger, earpiece, etc.)",Sometimes (once or twice a week),Try another vendor on campus,"Cold drinks / chilled beverages, Specific type of bread or food, Specific provisions (e.g., a particular seasoning or spread)",,15 bags,Daily,Rarely / never,Only at the start of semester,Monthly,"Their food or products taste/feel better, Their prices are cheaper","Yes, more than once",,"More than ₦3,000",2,5,1,2,3,2-3x/week,Sometimes,1,0,Yes - multiple times,3,3500
5/9/2026 5:06,300,CONAS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Tea / Milo / beverages, Provisions (sugar, milk, etc.), Pens / pencils / writing materials, Medications (paracetamol, malaria drugs, etc.)",Sometimes (once or twice a week),Go off campus to buy it,"Specific snack or food type (e.g., a particular brand), Phone accessories, Specific provisions (e.g., a particular seasoning or spread)",,15 bags,Once or twice a week,A few times a week,Rarely / never,Monthly,"Their prices are cheaper, They restock quickly","Yes, once",More variety of food is needed,"₦2,001 – ₦3,000",2,3,3,1,3,Daily,Sometimes,1,1,Yes - once,5,2500
4/30/2026 5:30,100,CACOS,45 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Energy drinks (Predator, Power Horse, etc.), Bread, Rice / beans / cooked food, Tea / Milo / beverages, Airtime / data top-up",Sometimes (once or twice a week),Go without it,"Specific snack or food type (e.g., a particular brand), Cold drinks / chilled beverages, Printing paper / cardboard",Cornflakes / cereal,15 bags,Once or twice a week,Twice or more daily,Monthly,Weekly,Their location is more convenient,"Yes, once",Improve food quality,"More than ₦3,000",2,3,5,2,5,4-5x/week,Sometimes,1,0,Yes - once,4,3500
5/6/2026 2:13,400,CONAS,23 times a week,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Energy drinks (Predator, Power Horse, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Airtime / data top-up, Pens / pencils / writing materials, Phone accessories (charger, earpiece, etc.)",Sometimes (once or twice a week),Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Specific type of bread or food, Phone accessories, Specific provisions (e.g., a particular seasoning or spread)","Intercontinental dishes (Afang, Edikaikong soup)",15 bags,Rarely / never,Once a day,Every 23 weeks,Weekly,"Their location is more convenient, They always have what I need in stock",I've thought about it,Improve hygiene standards,"₦1,001 – ₦2,000",2,1,4,3,5,2-3x/week,Sometimes,1,1,Considered it,3,1500
5/4/2026 19:21,300,CACOS,Once a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Bread, Instant noodles (Indomie, etc.), Rice / beans / cooked food, Tea / Milo / beverages, Printing / photocopy",Sometimes (once or twice a week),Go off campus to buy it,Cold drinks / chilled beverages,Cornflakes / cereal,More than 20 bags,35 times a week,Once a day,Monthly,Rarely / never,"Their location is more convenient, They always have what I need in stock, I have a relationship with the vendor",I've thought about it,Better pricing for students,"More than ₦3,000",5,4,4,2,1,Weekly,Sometimes,1,0,Considered it,2,3500
5/6/2026 13:43,300,CONAS,45 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Energy drinks (Predator, Power Horse, etc.), Bread, Instant noodles (Indomie, etc.), Airtime / data top-up, Printing / photocopy, Pens / pencils / writing materials, Phone accessories (charger, earpiece, etc.)",Sometimes (once or twice a week),Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Specific type of bread or food, Medications / First aid items, Specific provisions (e.g., a particular seasoning or spread)",Nescafe sachets,610 bags,Once or twice a week,Once a day,Only at the start of semester,Rarely / never,Their food or products taste/feel better,"Yes, more than once",Improve food quality,"More than ₦3,000",3,3,4,2,1,4-5x/week,Sometimes,1,1,Yes - multiple times,4,3500
5/6/2026 10:50,300,CBSS,Once a week,"?1,001  ?2,000","Soft drinks (Coke, Pepsi, Fanta, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Tea / Milo / beverages, Printing / photocopy",Frequently (several times a week),Try another vendor on campus,"Cold drinks / chilled beverages, Printing paper / cardboard",Greek yoghurt,1120 bags,Rarely / never,Once a day,Weekly,Every 2 weeks,"Their food or products taste/feel better, I have a relationship with the vendor",I've thought about it,Stay open later at night,"₦1,001 – ₦2,000",4,1,4,5,4,Weekly,Frequently,0,0,Considered it,2,1500
5/4/2026 2:28,200,CACOS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Airtime / data top-up, Exercise books / jotters / notebooks",Sometimes (once or twice a week),Order it online,"Specific snack or food type (e.g., a particular brand), Printing paper / cardboard, None  I usually find what I need",Energy drinks,610 bags,Rarely / never,Twice or more daily,Weekly,Every 2 weeks,Their food or products taste/feel better,No,,"₦2,001 – ₦3,000",3,1,5,5,4,Daily,Sometimes,1,1,No,5,2500
5/4/2026 0:58,200,CONAS,45 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Bread, Rice / beans / cooked food, Printing / photocopy",Rarely,Go without it,"Stapler pins / office supplies, Medications / First aid items, Phone accessories",Face masks,More than 20 bags,Once or twice a week,A few times a week,Only at the start of semester,Monthly,"I have a relationship with the vendor, Their location is more convenient, Their food or products taste/feel better",No,,"More than ₦3,000",5,3,3,2,3,4-5x/week,Rarely,1,0,No,4,3500
5/5/2026 6:21,200,CONAS,Every day,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Airtime / data top-up",Sometimes (once or twice a week),Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Toiletries (e.g., a specific soap or toothpaste brand)",Fresh juice,15 bags,Rarely / never,Once a day,Only at the start of semester,Every 2 weeks,"Their prices are cheaper, They always have what I need in stock",I've thought about it,Sell more healthy food options,"₦1,001 – ₦2,000",2,1,4,2,4,Daily,Sometimes,1,0,Considered it,5,1500
5/9/2026 16:26,100,CONAS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Tea / Milo / beverages, Provisions (sugar, milk, etc.), Airtime / data top-up",Sometimes (once or twice a week),Try another vendor on campus,None  I usually find what I need,Cornflakes / cereal,I don't buy water on campus,Rarely / never,Once a day,Rarely / never,Rarely / never,"They always have what I need in stock, Their food or products taste/feel better",No,,"₦2,001 – ₦3,000",1,1,4,1,1,Daily,Sometimes,1,0,No,5,2500
5/8/2026 12:28,400,CONAS,45 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Energy drinks (Predator, Power Horse, etc.), Bread, Rice / beans / cooked food, Tea / Milo / beverages, Exercise books / jotters / notebooks",Never,Try another vendor on campus,Medications / First aid items,USB cables,610 bags,Once or twice a week,Once a day,Monthly,Every 2 weeks,"I have a relationship with the vendor, They always have what I need in stock",No,Stay open later at night,"More than ₦3,000",3,3,4,2,4,4-5x/week,Never,1,1,No,4,3500
5/9/2026 23:07,200,CONAS,23 times a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Airtime / data top-up, Printing / photocopy, Toiletries (soap, toothpaste, tissue, etc.)",Sometimes (once or twice a week),Try another vendor on campus,None  I usually find what I need,Shawarma,1120 bags,35 times a week,A few times a week,Monthly,Rarely / never,"Their location is more convenient, They always have what I need in stock, They restock quickly",I've thought about it,,"₦2,001 – ₦3,000",4,4,3,2,1,2-3x/week,Sometimes,1,0,Considered it,3,2500
5/10/2026 15:14,400,CONAS,45 times a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Instant noodles (Indomie, etc.), Tea / Milo / beverages",Almost every time,Try another vendor on campus,None  I usually find what I need,,610 bags,35 times a week,Once a day,Monthly,Weekly,"They restock quickly, I have a relationship with the vendor","Yes, once",Sell more healthy food options,"₦2,001 – ₦3,000",3,4,4,2,5,4-5x/week,Very Often,1,0,Yes - once,4,2500
5/10/2026 14:15,400,CONAS,23 times a week,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Provisions (sugar, milk, etc.), Airtime / data top-up, Printing / photocopy",Sometimes (once or twice a week),Try another vendor on campus,Cold drinks / chilled beverages,,1120 bags,Once or twice a week,Twice or more daily,Monthly,Every 2 weeks,"Their location is more convenient, Their food or products taste/feel better, They restock quickly",No,They should be more organised,"₦1,001 – ₦2,000",4,3,5,2,4,2-3x/week,Sometimes,1,0,No,3,1500
